# 混淆映射表：可疑码位 -> 它看起来像的字符。TSV，四列，UTF-8、LF。
# 列：可疑码位	目标码位	规则 ID	说明
# 空行与 # 开头的行跳过；同一可疑码位只能出现一次。
U+635B	U+0035	synthetic.bulk	压测条目
U+635C	U+0036	synthetic.bulk	压测条目
U+635D	U+0037	synthetic.bulk	压测条目
U+635E	U+0038	synthetic.bulk	压测条目
U+635F	U+0039	synthetic.bulk	压测条目
U+6360	U+0061	synthetic.bulk	压测条目
U+6361	U+0062	synthetic.bulk	压测条目
U+6362	U+0063	synthetic.bulk	压测条目
U+6363	U+0064	synthetic.bulk	压测条目
U+6364	U+0065	synthetic.bulk	压测条目
U+6365	U+0066	synthetic.bulk	压测条目
U+6366	U+0067	synthetic.bulk	压测条目
U+6367	U+0068	synthetic.bulk	压测条目
U+6368	U+0069	synthetic.bulk	压测条目
U+6369	U+006A	synthetic.bulk	压测条目
U+636A	U+006B	synthetic.bulk	压测条目
U+636B	U+006C	synthetic.bulk	压测条目
U+636C	U+006D	synthetic.bulk	压测条目
U+636D	U+006E	synthetic.bulk	压测条目
U+636E	U+006F	synthetic.bulk	压测条目
U+636F	U+0070	synthetic.bulk	压测条目
U+6370	U+0071	synthetic.bulk	压测条目
U+6371	U+0072	synthetic.bulk	压测条目
U+6372	U+0073	synthetic.bulk	压测条目
U+6373	U+0074	synthetic.bulk	压测条目
U+6374	U+0075	synthetic.bulk	压测条目
U+6375	U+0076	synthetic.bulk	压测条目
U+6376	U+0077	synthetic.bulk	压测条目
U+6377	U+0078	synthetic.bulk	压测条目
U+6378	U+0079	synthetic.bulk	压测条目
U+6379	U+007A	synthetic.bulk	压测条目
U+637A	U+0030	synthetic.bulk	压测条目
U+637B	U+0031	synthetic.bulk	压测条目
U+637C	U+0032	synthetic.bulk	压测条目
U+637D	U+0033	synthetic.bulk	压测条目
U+637E	U+0034	synthetic.bulk	压测条目
U+637F	U+0035	synthetic.bulk	压测条目
U+6380	U+0036	synthetic.bulk	压测条目
U+6381	U+0037	synthetic.bulk	压测条目
U+6382	U+0038	synthetic.bulk	压测条目
U+6383	U+0039	synthetic.bulk	压测条目
U+6384	U+0061	synthetic.bulk	压测条目
U+6385	U+0062	synthetic.bulk	压测条目
U+6386	U+0063	synthetic.bulk	压测条目
U+6387	U+0064	synthetic.bulk	压测条目
U+6388	U+0065	synthetic.bulk	压测条目
U+6389	U+0066	synthetic.bulk	压测条目
U+638A	U+0067	synthetic.bulk	压测条目
U+638B	U+0068	synthetic.bulk	压测条目
U+638C	U+0069	synthetic.bulk	压测条目
U+638D	U+006A	synthetic.bulk	压测条目
U+638E	U+006B	synthetic.bulk	压测条目
U+638F	U+006C	synthetic.bulk	压测条目
U+6390	U+006D	synthetic.bulk	压测条目
U+6391	U+006E	synthetic.bulk	压测条目
U+6392	U+006F	synthetic.bulk	压测条目
U+6393	U+0070	synthetic.bulk	压测条目
U+6394	U+0071	synthetic.bulk	压测条目
U+6395	U+0072	synthetic.bulk	压测条目
U+6396	U+0073	synthetic.bulk	压测条目
U+6397	U+0074	synthetic.bulk	压测条目
U+6398	U+0075	synthetic.bulk	压测条目
U+6399	U+0076	synthetic.bulk	压测条目
U+639A	U+0077	synthetic.bulk	压测条目
U+639B	U+0078	synthetic.bulk	压测条目
U+639C	U+0079	synthetic.bulk	压测条目
U+639D	U+007A	synthetic.bulk	压测条目
U+639E	U+0030	synthetic.bulk	压测条目
U+639F	U+0031	synthetic.bulk	压测条目
U+63A0	U+0032	synthetic.bulk	压测条目
U+63A1	U+0033	synthetic.bulk	压测条目
U+63A2	U+0034	synthetic.bulk	压测条目
U+63A3	U+0035	synthetic.bulk	压测条目
U+63A4	U+0036	synthetic.bulk	压测条目
U+63A5	U+0037	synthetic.bulk	压测条目
U+63A6	U+0038	synthetic.bulk	压测条目
U+63A7	U+0039	synthetic.bulk	压测条目
U+63A8	U+0061	synthetic.bulk	压测条目
U+63A9	U+0062	synthetic.bulk	压测条目
U+63AA	U+0063	synthetic.bulk	压测条目
U+63AB	U+0064	synthetic.bulk	压测条目
U+63AC	U+0065	synthetic.bulk	压测条目
U+63AD	U+0066	synthetic.bulk	压测条目
U+63AE	U+0067	synthetic.bulk	压测条目
U+63AF	U+0068	synthetic.bulk	压测条目
U+63B0	U+0069	synthetic.bulk	压测条目
U+63B1	U+006A	synthetic.bulk	压测条目
U+63B2	U+006B	synthetic.bulk	压测条目
U+63B3	U+006C	synthetic.bulk	压测条目
U+63B4	U+006D	synthetic.bulk	压测条目
U+63B5	U+006E	synthetic.bulk	压测条目
U+63B6	U+006F	synthetic.bulk	压测条目
U+63B7	U+0070	synthetic.bulk	压测条目
U+63B8	U+0071	synthetic.bulk	压测条目
U+63B9	U+0072	synthetic.bulk	压测条目
U+63BA	U+0073	synthetic.bulk	压测条目
U+63BB	U+0074	synthetic.bulk	压测条目
U+63BC	U+0075	synthetic.bulk	压测条目
U+63BD	U+0076	synthetic.bulk	压测条目
U+63BE	U+0077	synthetic.bulk	压测条目
U+63BF	U+0078	synthetic.bulk	压测条目
U+63C0	U+0079	synthetic.bulk	压测条目
U+63C1	U+007A	synthetic.bulk	压测条目
U+63C2	U+0030	synthetic.bulk	压测条目
U+63C3	U+0031	synthetic.bulk	压测条目
U+63C4	U+0032	synthetic.bulk	压测条目
U+63C5	U+0033	synthetic.bulk	压测条目
U+63C6	U+0034	synthetic.bulk	压测条目
U+63C7	U+0035	synthetic.bulk	压测条目
U+63C8	U+0036	synthetic.bulk	压测条目
U+63C9	U+0037	synthetic.bulk	压测条目
U+63CA	U+0038	synthetic.bulk	压测条目
U+63CB	U+0039	synthetic.bulk	压测条目
U+63CC	U+0061	synthetic.bulk	压测条目
U+63CD	U+0062	synthetic.bulk	压测条目
U+63CE	U+0063	synthetic.bulk	压测条目
U+63CF	U+0064	synthetic.bulk	压测条目
U+63D0	U+0065	synthetic.bulk	压测条目
U+63D1	U+0066	synthetic.bulk	压测条目
U+63D2	U+0067	synthetic.bulk	压测条目
U+63D3	U+0068	synthetic.bulk	压测条目
U+63D4	U+0069	synthetic.bulk	压测条目
U+63D5	U+006A	synthetic.bulk	压测条目
U+63D6	U+006B	synthetic.bulk	压测条目
U+63D7	U+006C	synthetic.bulk	压测条目
U+63D8	U+006D	synthetic.bulk	压测条目
U+63D9	U+006E	synthetic.bulk	压测条目
U+63DA	U+006F	synthetic.bulk	压测条目
U+63DB	U+0070	synthetic.bulk	压测条目
U+63DC	U+0071	synthetic.bulk	压测条目
U+63DD	U+0072	synthetic.bulk	压测条目
U+63DE	U+0073	synthetic.bulk	压测条目
U+63DF	U+0074	synthetic.bulk	压测条目
U+63E0	U+0075	synthetic.bulk	压测条目
U+63E1	U+0076	synthetic.bulk	压测条目
U+63E2	U+0077	synthetic.bulk	压测条目
U+63E3	U+0078	synthetic.bulk	压测条目
U+63E4	U+0079	synthetic.bulk	压测条目
U+63E5	U+007A	synthetic.bulk	压测条目
U+63E6	U+0030	synthetic.bulk	压测条目
U+63E7	U+0031	synthetic.bulk	压测条目
U+63E8	U+0032	synthetic.bulk	压测条目
U+63E9	U+0033	synthetic.bulk	压测条目
U+63EA	U+0034	synthetic.bulk	压测条目
U+63EB	U+0035	synthetic.bulk	压测条目
U+63EC	U+0036	synthetic.bulk	压测条目
U+63ED	U+0037	synthetic.bulk	压测条目
U+63EE	U+0038	synthetic.bulk	压测条目
U+63EF	U+0039	synthetic.bulk	压测条目
U+63F0	U+0061	synthetic.bulk	压测条目
U+63F1	U+0062	synthetic.bulk	压测条目
U+63F2	U+0063	synthetic.bulk	压测条目
U+63F3	U+0064	synthetic.bulk	压测条目
U+63F4	U+0065	synthetic.bulk	压测条目
U+63F5	U+0066	synthetic.bulk	压测条目
U+63F6	U+0067	synthetic.bulk	压测条目
U+63F7	U+0068	synthetic.bulk	压测条目
U+63F8	U+0069	synthetic.bulk	压测条目
U+63F9	U+006A	synthetic.bulk	压测条目
U+63FA	U+006B	synthetic.bulk	压测条目
U+63FB	U+006C	synthetic.bulk	压测条目
U+63FC	U+006D	synthetic.bulk	压测条目
U+63FD	U+006E	synthetic.bulk	压测条目
U+63FE	U+006F	synthetic.bulk	压测条目
U+63FF	U+0070	synthetic.bulk	压测条目
U+6400	U+0071	synthetic.bulk	压测条目
U+6401	U+0072	synthetic.bulk	压测条目
U+6402	U+0073	synthetic.bulk	压测条目
U+6403	U+0074	synthetic.bulk	压测条目
U+6404	U+0075	synthetic.bulk	压测条目
U+6405	U+0076	synthetic.bulk	压测条目
U+6406	U+0077	synthetic.bulk	压测条目
U+6407	U+0078	synthetic.bulk	压测条目
U+6408	U+0079	synthetic.bulk	压测条目
U+6409	U+007A	synthetic.bulk	压测条目
U+640A	U+0030	synthetic.bulk	压测条目
U+640B	U+0031	synthetic.bulk	压测条目
U+640C	U+0032	synthetic.bulk	压测条目
U+640D	U+0033	synthetic.bulk	压测条目
U+640E	U+0034	synthetic.bulk	压测条目
U+640F	U+0035	synthetic.bulk	压测条目
U+6410	U+0036	synthetic.bulk	压测条目
U+6411	U+0037	synthetic.bulk	压测条目
U+6412	U+0038	synthetic.bulk	压测条目
U+6413	U+0039	synthetic.bulk	压测条目
U+6414	U+0061	synthetic.bulk	压测条目
U+6415	U+0062	synthetic.bulk	压测条目
U+6416	U+0063	synthetic.bulk	压测条目
U+6417	U+0064	synthetic.bulk	压测条目
U+6418	U+0065	synthetic.bulk	压测条目
U+6419	U+0066	synthetic.bulk	压测条目
U+641A	U+0067	synthetic.bulk	压测条目
U+641B	U+0068	synthetic.bulk	压测条目
U+641C	U+0069	synthetic.bulk	压测条目
U+641D	U+006A	synthetic.bulk	压测条目
U+641E	U+006B	synthetic.bulk	压测条目
U+641F	U+006C	synthetic.bulk	压测条目
U+6420	U+006D	synthetic.bulk	压测条目
U+6421	U+006E	synthetic.bulk	压测条目
U+6422	U+006F	synthetic.bulk	压测条目
U+6423	U+0070	synthetic.bulk	压测条目
U+6424	U+0071	synthetic.bulk	压测条目
U+6425	U+0072	synthetic.bulk	压测条目
U+6426	U+0073	synthetic.bulk	压测条目
U+6427	U+0074	synthetic.bulk	压测条目
U+6428	U+0075	synthetic.bulk	压测条目
U+6429	U+0076	synthetic.bulk	压测条目
U+642A	U+0077	synthetic.bulk	压测条目
U+642B	U+0078	synthetic.bulk	压测条目
U+642C	U+0079	synthetic.bulk	压测条目
U+642D	U+007A	synthetic.bulk	压测条目
U+642E	U+0030	synthetic.bulk	压测条目
U+642F	U+0031	synthetic.bulk	压测条目
U+6430	U+0032	synthetic.bulk	压测条目
U+6431	U+0033	synthetic.bulk	压测条目
U+6432	U+0034	synthetic.bulk	压测条目
U+6433	U+0035	synthetic.bulk	压测条目
U+6434	U+0036	synthetic.bulk	压测条目
U+6435	U+0037	synthetic.bulk	压测条目
U+6436	U+0038	synthetic.bulk	压测条目
U+6437	U+0039	synthetic.bulk	压测条目
U+6438	U+0061	synthetic.bulk	压测条目
U+6439	U+0062	synthetic.bulk	压测条目
U+643A	U+0063	synthetic.bulk	压测条目
U+643B	U+0064	synthetic.bulk	压测条目
U+643C	U+0065	synthetic.bulk	压测条目
U+643D	U+0066	synthetic.bulk	压测条目
U+643E	U+0067	synthetic.bulk	压测条目
U+643F	U+0068	synthetic.bulk	压测条目
U+6440	U+0069	synthetic.bulk	压测条目
U+6441	U+006A	synthetic.bulk	压测条目
U+6442	U+006B	synthetic.bulk	压测条目
U+6443	U+006C	synthetic.bulk	压测条目
U+6444	U+006D	synthetic.bulk	压测条目
U+6445	U+006E	synthetic.bulk	压测条目
U+6446	U+006F	synthetic.bulk	压测条目
U+6447	U+0070	synthetic.bulk	压测条目
U+6448	U+0071	synthetic.bulk	压测条目
U+6449	U+0072	synthetic.bulk	压测条目
U+644A	U+0073	synthetic.bulk	压测条目
U+644B	U+0074	synthetic.bulk	压测条目
U+644C	U+0075	synthetic.bulk	压测条目
U+644D	U+0076	synthetic.bulk	压测条目
U+644E	U+0077	synthetic.bulk	压测条目
U+644F	U+0078	synthetic.bulk	压测条目
U+6450	U+0079	synthetic.bulk	压测条目
U+6451	U+007A	synthetic.bulk	压测条目
U+6452	U+0030	synthetic.bulk	压测条目
U+6453	U+0031	synthetic.bulk	压测条目
U+6454	U+0032	synthetic.bulk	压测条目
U+6455	U+0033	synthetic.bulk	压测条目
U+6456	U+0034	synthetic.bulk	压测条目
U+6457	U+0035	synthetic.bulk	压测条目
U+6458	U+0036	synthetic.bulk	压测条目
U+6459	U+0037	synthetic.bulk	压测条目
U+645A	U+0038	synthetic.bulk	压测条目
U+645B	U+0039	synthetic.bulk	压测条目
U+645C	U+0061	synthetic.bulk	压测条目
U+645D	U+0062	synthetic.bulk	压测条目
U+645E	U+0063	synthetic.bulk	压测条目
U+645F	U+0064	synthetic.bulk	压测条目
U+6460	U+0065	synthetic.bulk	压测条目
U+6461	U+0066	synthetic.bulk	压测条目
U+6462	U+0067	synthetic.bulk	压测条目
U+6463	U+0068	synthetic.bulk	压测条目
U+6464	U+0069	synthetic.bulk	压测条目
U+6465	U+006A	synthetic.bulk	压测条目
U+6466	U+006B	synthetic.bulk	压测条目
U+6467	U+006C	synthetic.bulk	压测条目
U+6468	U+006D	synthetic.bulk	压测条目
U+6469	U+006E	synthetic.bulk	压测条目
U+646A	U+006F	synthetic.bulk	压测条目
U+646B	U+0070	synthetic.bulk	压测条目
U+646C	U+0071	synthetic.bulk	压测条目
U+646D	U+0072	synthetic.bulk	压测条目
U+646E	U+0073	synthetic.bulk	压测条目
U+646F	U+0074	synthetic.bulk	压测条目
U+6470	U+0075	synthetic.bulk	压测条目
U+6471	U+0076	synthetic.bulk	压测条目
U+6472	U+0077	synthetic.bulk	压测条目
U+6473	U+0078	synthetic.bulk	压测条目
U+6474	U+0079	synthetic.bulk	压测条目
U+6475	U+007A	synthetic.bulk	压测条目
U+6476	U+0030	synthetic.bulk	压测条目
U+6477	U+0031	synthetic.bulk	压测条目
U+6478	U+0032	synthetic.bulk	压测条目
U+6479	U+0033	synthetic.bulk	压测条目
U+647A	U+0034	synthetic.bulk	压测条目
U+647B	U+0035	synthetic.bulk	压测条目
U+647C	U+0036	synthetic.bulk	压测条目
U+647D	U+0037	synthetic.bulk	压测条目
U+647E	U+0038	synthetic.bulk	压测条目
U+647F	U+0039	synthetic.bulk	压测条目
U+6480	U+0061	synthetic.bulk	压测条目
U+6481	U+0062	synthetic.bulk	压测条目
U+6482	U+0063	synthetic.bulk	压测条目
U+6483	U+0064	synthetic.bulk	压测条目
U+6484	U+0065	synthetic.bulk	压测条目
U+6485	U+0066	synthetic.bulk	压测条目
U+6486	U+0067	synthetic.bulk	压测条目
U+6487	U+0068	synthetic.bulk	压测条目
U+6488	U+0069	synthetic.bulk	压测条目
U+6489	U+006A	synthetic.bulk	压测条目
U+648A	U+006B	synthetic.bulk	压测条目
U+648B	U+006C	synthetic.bulk	压测条目
U+648C	U+006D	synthetic.bulk	压测条目
U+648D	U+006E	synthetic.bulk	压测条目
U+648E	U+006F	synthetic.bulk	压测条目
U+648F	U+0070	synthetic.bulk	压测条目
U+6490	U+0071	synthetic.bulk	压测条目
U+6491	U+0072	synthetic.bulk	压测条目
U+6492	U+0073	synthetic.bulk	压测条目
U+6493	U+0074	synthetic.bulk	压测条目
U+6494	U+0075	synthetic.bulk	压测条目
U+6495	U+0076	synthetic.bulk	压测条目
U+6496	U+0077	synthetic.bulk	压测条目
U+6497	U+0078	synthetic.bulk	压测条目
U+6498	U+0079	synthetic.bulk	压测条目
U+6499	U+007A	synthetic.bulk	压测条目
U+649A	U+0030	synthetic.bulk	压测条目
U+649B	U+0031	synthetic.bulk	压测条目
U+649C	U+0032	synthetic.bulk	压测条目
U+649D	U+0033	synthetic.bulk	压测条目
U+649E	U+0034	synthetic.bulk	压测条目
U+649F	U+0035	synthetic.bulk	压测条目
U+64A0	U+0036	synthetic.bulk	压测条目
U+64A1	U+0037	synthetic.bulk	压测条目
U+64A2	U+0038	synthetic.bulk	压测条目
U+64A3	U+0039	synthetic.bulk	压测条目
U+64A4	U+0061	synthetic.bulk	压测条目
U+64A5	U+0062	synthetic.bulk	压测条目
U+64A6	U+0063	synthetic.bulk	压测条目
U+64A7	U+0064	synthetic.bulk	压测条目
U+64A8	U+0065	synthetic.bulk	压测条目
U+64A9	U+0066	synthetic.bulk	压测条目
U+64AA	U+0067	synthetic.bulk	压测条目
U+64AB	U+0068	synthetic.bulk	压测条目
U+64AC	U+0069	synthetic.bulk	压测条目
U+64AD	U+006A	synthetic.bulk	压测条目
U+64AE	U+006B	synthetic.bulk	压测条目
U+64AF	U+006C	synthetic.bulk	压测条目
U+64B0	U+006D	synthetic.bulk	压测条目
U+64B1	U+006E	synthetic.bulk	压测条目
U+64B2	U+006F	synthetic.bulk	压测条目
U+64B3	U+0070	synthetic.bulk	压测条目
U+64B4	U+0071	synthetic.bulk	压测条目
U+64B5	U+0072	synthetic.bulk	压测条目
U+64B6	U+0073	synthetic.bulk	压测条目
U+64B7	U+0074	synthetic.bulk	压测条目
U+64B8	U+0075	synthetic.bulk	压测条目
U+64B9	U+0076	synthetic.bulk	压测条目
U+64BA	U+0077	synthetic.bulk	压测条目
U+64BB	U+0078	synthetic.bulk	压测条目
U+64BC	U+0079	synthetic.bulk	压测条目
U+64BD	U+007A	synthetic.bulk	压测条目
U+64BE	U+0030	synthetic.bulk	压测条目
U+64BF	U+0031	synthetic.bulk	压测条目
U+64C0	U+0032	synthetic.bulk	压测条目
U+64C1	U+0033	synthetic.bulk	压测条目
U+64C2	U+0034	synthetic.bulk	压测条目
U+64C3	U+0035	synthetic.bulk	压测条目
U+64C4	U+0036	synthetic.bulk	压测条目
U+64C5	U+0037	synthetic.bulk	压测条目
U+64C6	U+0038	synthetic.bulk	压测条目
U+64C7	U+0039	synthetic.bulk	压测条目
U+64C8	U+0061	synthetic.bulk	压测条目
U+64C9	U+0062	synthetic.bulk	压测条目
U+64CA	U+0063	synthetic.bulk	压测条目
U+64CB	U+0064	synthetic.bulk	压测条目
U+64CC	U+0065	synthetic.bulk	压测条目
U+64CD	U+0066	synthetic.bulk	压测条目
U+64CE	U+0067	synthetic.bulk	压测条目
U+64CF	U+0068	synthetic.bulk	压测条目
U+64D0	U+0069	synthetic.bulk	压测条目
U+64D1	U+006A	synthetic.bulk	压测条目
U+64D2	U+006B	synthetic.bulk	压测条目
U+64D3	U+006C	synthetic.bulk	压测条目
U+64D4	U+006D	synthetic.bulk	压测条目
U+64D5	U+006E	synthetic.bulk	压测条目
U+64D6	U+006F	synthetic.bulk	压测条目
U+64D7	U+0070	synthetic.bulk	压测条目
U+64D8	U+0071	synthetic.bulk	压测条目
U+64D9	U+0072	synthetic.bulk	压测条目
U+64DA	U+0073	synthetic.bulk	压测条目
U+64DB	U+0074	synthetic.bulk	压测条目
U+64DC	U+0075	synthetic.bulk	压测条目
U+64DD	U+0076	synthetic.bulk	压测条目
U+64DE	U+0077	synthetic.bulk	压测条目
U+64DF	U+0078	synthetic.bulk	压测条目
U+64E0	U+0079	synthetic.bulk	压测条目
U+64E1	U+007A	synthetic.bulk	压测条目
U+64E2	U+0030	synthetic.bulk	压测条目
U+64E3	U+0031	synthetic.bulk	压测条目
U+64E4	U+0032	synthetic.bulk	压测条目
U+64E5	U+0033	synthetic.bulk	压测条目
U+64E6	U+0034	synthetic.bulk	压测条目
U+64E7	U+0035	synthetic.bulk	压测条目
U+64E8	U+0036	synthetic.bulk	压测条目
U+64E9	U+0037	synthetic.bulk	压测条目
U+64EA	U+0038	synthetic.bulk	压测条目
U+64EB	U+0039	synthetic.bulk	压测条目
U+64EC	U+0061	synthetic.bulk	压测条目
U+64ED	U+0062	synthetic.bulk	压测条目
U+64EE	U+0063	synthetic.bulk	压测条目
U+64EF	U+0064	synthetic.bulk	压测条目
U+64F0	U+0065	synthetic.bulk	压测条目
U+64F1	U+0066	synthetic.bulk	压测条目
U+64F2	U+0067	synthetic.bulk	压测条目
U+64F3	U+0068	synthetic.bulk	压测条目
U+64F4	U+0069	synthetic.bulk	压测条目
U+64F5	U+006A	synthetic.bulk	压测条目
U+64F6	U+006B	synthetic.bulk	压测条目
U+64F7	U+006C	synthetic.bulk	压测条目
U+64F8	U+006D	synthetic.bulk	压测条目
U+64F9	U+006E	synthetic.bulk	压测条目
U+64FA	U+006F	synthetic.bulk	压测条目
U+64FB	U+0070	synthetic.bulk	压测条目
U+64FC	U+0071	synthetic.bulk	压测条目
U+64FD	U+0072	synthetic.bulk	压测条目
U+64FE	U+0073	synthetic.bulk	压测条目
U+64FF	U+0074	synthetic.bulk	压测条目
U+6500	U+0075	synthetic.bulk	压测条目
U+6501	U+0076	synthetic.bulk	压测条目
U+6502	U+0077	synthetic.bulk	压测条目
U+6503	U+0078	synthetic.bulk	压测条目
U+6504	U+0079	synthetic.bulk	压测条目
U+6505	U+007A	synthetic.bulk	压测条目
U+6506	U+0030	synthetic.bulk	压测条目
U+6507	U+0031	synthetic.bulk	压测条目
U+6508	U+0032	synthetic.bulk	压测条目
U+6509	U+0033	synthetic.bulk	压测条目
U+650A	U+0034	synthetic.bulk	压测条目
U+650B	U+0035	synthetic.bulk	压测条目
U+650C	U+0036	synthetic.bulk	压测条目
U+650D	U+0037	synthetic.bulk	压测条目
U+650E	U+0038	synthetic.bulk	压测条目
U+650F	U+0039	synthetic.bulk	压测条目
U+6510	U+0061	synthetic.bulk	压测条目
U+6511	U+0062	synthetic.bulk	压测条目
U+6512	U+0063	synthetic.bulk	压测条目
U+6513	U+0064	synthetic.bulk	压测条目
U+6514	U+0065	synthetic.bulk	压测条目
U+6515	U+0066	synthetic.bulk	压测条目
U+6516	U+0067	synthetic.bulk	压测条目
U+6517	U+0068	synthetic.bulk	压测条目
U+6518	U+0069	synthetic.bulk	压测条目
U+6519	U+006A	synthetic.bulk	压测条目
U+651A	U+006B	synthetic.bulk	压测条目
U+651B	U+006C	synthetic.bulk	压测条目
U+651C	U+006D	synthetic.bulk	压测条目
U+651D	U+006E	synthetic.bulk	压测条目
U+651E	U+006F	synthetic.bulk	压测条目
U+651F	U+0070	synthetic.bulk	压测条目
U+6520	U+0071	synthetic.bulk	压测条目
U+6521	U+0072	synthetic.bulk	压测条目
U+6522	U+0073	synthetic.bulk	压测条目
U+6523	U+0074	synthetic.bulk	压测条目
U+6524	U+0075	synthetic.bulk	压测条目
U+6525	U+0076	synthetic.bulk	压测条目
U+6526	U+0077	synthetic.bulk	压测条目
U+6527	U+0078	synthetic.bulk	压测条目
U+6528	U+0079	synthetic.bulk	压测条目
U+6529	U+007A	synthetic.bulk	压测条目
U+652A	U+0030	synthetic.bulk	压测条目
U+652B	U+0031	synthetic.bulk	压测条目
U+652C	U+0032	synthetic.bulk	压测条目
U+652D	U+0033	synthetic.bulk	压测条目
U+652E	U+0034	synthetic.bulk	压测条目
U+652F	U+0035	synthetic.bulk	压测条目
U+6530	U+0036	synthetic.bulk	压测条目
U+6531	U+0037	synthetic.bulk	压测条目
U+6532	U+0038	synthetic.bulk	压测条目
U+6533	U+0039	synthetic.bulk	压测条目
U+6534	U+0061	synthetic.bulk	压测条目
U+6535	U+0062	synthetic.bulk	压测条目
U+6536	U+0063	synthetic.bulk	压测条目
U+6537	U+0064	synthetic.bulk	压测条目
U+6538	U+0065	synthetic.bulk	压测条目
U+6539	U+0066	synthetic.bulk	压测条目
U+653A	U+0067	synthetic.bulk	压测条目
U+653B	U+0068	synthetic.bulk	压测条目
U+653C	U+0069	synthetic.bulk	压测条目
U+653D	U+006A	synthetic.bulk	压测条目
U+653E	U+006B	synthetic.bulk	压测条目
U+653F	U+006C	synthetic.bulk	压测条目
U+6540	U+006D	synthetic.bulk	压测条目
U+6541	U+006E	synthetic.bulk	压测条目
U+6542	U+006F	synthetic.bulk	压测条目
U+6543	U+0070	synthetic.bulk	压测条目
U+6544	U+0071	synthetic.bulk	压测条目
U+6545	U+0072	synthetic.bulk	压测条目
U+6546	U+0073	synthetic.bulk	压测条目
U+6547	U+0074	synthetic.bulk	压测条目
U+6548	U+0075	synthetic.bulk	压测条目
U+6549	U+0076	synthetic.bulk	压测条目
U+654A	U+0077	synthetic.bulk	压测条目
U+654B	U+0078	synthetic.bulk	压测条目
U+654C	U+0079	synthetic.bulk	压测条目
U+654D	U+007A	synthetic.bulk	压测条目
U+654E	U+0030	synthetic.bulk	压测条目
U+654F	U+0031	synthetic.bulk	压测条目
